sharpe,ann_ret_pct,ann_vol_pct,max_dd_pct,exposure_pct,n_trades,win_rate_pct,year,approach,strategy,timeframe,ticker
-1.3784,-0.33,0.24,-0.43,0.13,3,33.3,2024,B,S1_MeanRev,hourly,SBER
-0.5985,-0.14,0.24,-0.31,0.11,3,66.7,2025,B,S1_MeanRev,hourly,SBER
2.1057,28.92,13.73,-4.25,1.11,7,57.1,2022,D,S1_MeanRev,hourly,SBER
1.3403,3.12,2.33,-0.15,0.09,1,100.0,2023,D,S1_MeanRev,hourly,SBER
-1.215,-1.37,1.13,-1.71,0.43,3,33.3,2024,D,S1_MeanRev,hourly,SBER
-0.2215,-0.23,1.04,-1.44,0.42,3,33.3,2025,D,S1_MeanRev,hourly,SBER
-1.299,-0.98,0.76,-0.97,0.18,1,0.0,2020,A,S2_Bollinger,hourly,SBER
-1.073,-0.79,0.73,-0.8,0.31,1,0.0,2021,A,S2_Bollinger,hourly,SBER
1.4064,6.87,4.88,-1.7,0.72,7,57.1,2022,A,S2_Bollinger,hourly,SBER
-0.8501,-1.58,1.86,-2.08,0.79,6,33.3,2023,A,S2_Bollinger,hourly,SBER
-1.7764,-0.89,0.5,-1.08,0.61,3,33.3,2024,A,S2_Bollinger,hourly,SBER
-0.2693,-0.26,0.95,-1.54,0.67,3,33.3,2025,A,S2_Bollinger,hourly,SBER
2.0605,11.27,5.47,-1.7,1.3,7,57.1,2022,B,S2_Bollinger,hourly,SBER
-0.4117,-0.82,2.0,-2.89,1.14,6,33.3,2023,B,S2_Bollinger,hourly,SBER
-1.3784,-0.33,0.24,-0.43,0.13,3,33.3,2024,B,S2_Bollinger,hourly,SBER
-0.5985,-0.14,0.24,-0.31,0.11,3,66.7,2025,B,S2_Bollinger,hourly,SBER
1.3269,14.02,10.57,-4.04,0.72,7,57.1,2022,D,S2_Bollinger,hourly,SBER
-0.8453,-4.35,5.15,-5.69,0.79,6,33.3,2023,D,S2_Bollinger,hourly,SBER
-1.804,-1.02,0.56,-1.23,0.61,3,33.3,2024,D,S2_Bollinger,hourly,SBER
-0.252,-0.26,1.02,-1.63,0.67,3,33.3,2025,D,S2_Bollinger,hourly,SBER
0.7837,9.43,12.03,-13.94,17.78,31,41.9,2020,A,S3_Donchian,hourly,SBER
0.7135,6.54,9.17,-6.28,16.51,28,42.9,2021,A,S3_Donchian,hourly,SBER
1.9492,44.89,23.03,-12.76,14.37,28,42.9,2022,A,S3_Donchian,hourly,SBER
1.9861,19.64,9.89,-4.81,23.71,40,52.5,2023,A,S3_Donchian,hourly,SBER
1.0036,9.03,9.0,-7.09,27.29,35,42.9,2024,A,S3_Donchian,hourly,SBER
-1.2433,-8.94,7.19,-13.09,19.32,39,30.8,2025,A,S3_Donchian,hourly,SBER
1.8139,23.63,13.03,-5.61,5.81,35,51.4,2022,B,S3_Donchian,hourly,SBER
1.6055,12.99,8.09,-4.31,13.6,49,51.0,2023,B,S3_Donchian,hourly,SBER
2.4638,20.15,8.18,-4.03,30.77,30,56.7,2024,B,S3_Donchian,hourly,SBER
-0.2372,-1.34,5.66,-6.74,11.69,43,60.5,2025,B,S3_Donchian,hourly,SBER
2.5934,55.6,21.44,-12.76,7.4,13,69.2,2022,C,S3_Donchian,hourly,SBER
2.3256,20.02,8.61,-4.39,12.77,22,54.5,2023,C,S3_Donchian,hourly,SBER
0.666,5.49,8.24,-8.24,13.65,20,45.0,2024,C,S3_Donchian,hourly,SBER
-0.4675,-2.85,6.1,-6.52,9.49,20,45.0,2025,C,S3_Donchian,hourly,SBER
2.0545,42.33,20.6,-10.1,14.37,28,42.9,2022,D,S3_Donchian,hourly,SBER
1.9835,18.15,9.15,-4.81,23.71,40,52.5,2023,D,S3_Donchian,hourly,SBER
1.0606,8.93,8.42,-6.33,27.29,35,42.9,2024,D,S3_Donchian,hourly,SBER
-1.3749,-9.11,6.62,-12.74,19.32,39,30.8,2025,D,S3_Donchian,hourly,SBER
0.5914,7.79,13.17,-20.04,15.02,19,36.8,2020,A,S4_Supertrend,hourly,SBER
-0.3579,-2.49,6.96,-5.48,13.12,17,35.3,2021,A,S4_Supertrend,hourly,SBER
1.9087,41.41,21.69,-10.45,18.16,19,47.4,2022,A,S4_Supertrend,hourly,SBER
0.1015,0.68,6.7,-7.35,14.35,17,35.3,2023,A,S4_Supertrend,hourly,SBER
0.0508,0.24,4.68,-4.2,15.3,19,31.6,2024,A,S4_Supertrend,hourly,SBER
0.4473,3.51,7.84,-8.18,19.6,32,46.9,2025,A,S4_Supertrend,hourly,SBER
0.7013,5.51,7.86,-6.42,5.67,19,57.9,2022,B,S4_Supertrend,hourly,SBER
0.8734,6.24,7.14,-4.35,14.74,17,41.2,2023,B,S4_Supertrend,hourly,SBER
1.3641,7.44,5.45,-3.9,20.21,19,36.8,2024,B,S4_Supertrend,hourly,SBER
-0.6657,-4.39,6.59,-7.68,17.29,34,44.1,2025,B,S4_Supertrend,hourly,SBER
2.323,49.51,21.31,-10.45,14.7,13,69.2,2022,C,S4_Supertrend,hourly,SBER
0.6568,3.81,5.8,-5.39,9.89,14,50.0,2023,C,S4_Supertrend,hourly,SBER
0.0553,0.25,4.45,-4.2,11.34,15,33.3,2024,C,S4_Supertrend,hourly,SBER
0.1661,1.0,6.01,-5.43,9.07,15,46.7,2025,C,S4_Supertrend,hourly,SBER
2.0342,38.05,18.7,-9.07,18.16,19,47.4,2022,D,S4_Supertrend,hourly,SBER
0.2203,1.38,6.27,-6.59,14.35,17,35.3,2023,D,S4_Supertrend,hourly,SBER
0.1158,0.54,4.64,-3.85,15.3,19,31.6,2024,D,S4_Supertrend,hourly,SBER
0.4639,3.34,7.19,-7.12,19.6,32,46.9,2025,D,S4_Supertrend,hourly,SBER
2.2387,10.62,4.74,-1.03,5.2,3,100.0,2020,A,S1_MeanRev,daily,TATN
0.3449,1.91,5.53,-5.33,14.51,4,50.0,2021,A,S1_MeanRev,daily,TATN
0.9842,6.75,6.85,-4.06,9.83,3,33.3,2022,A,S1_MeanRev,daily,TATN
0.1807,0.57,3.13,-4.22,10.63,5,60.0,2023,A,S1_MeanRev,daily,TATN
-0.9401,-4.16,4.42,-4.64,4.3,3,33.3,2024,A,S1_MeanRev,daily,TATN
2.096,19.66,9.38,-3.57,10.44,5,100.0,2025,A,S1_MeanRev,daily,TATN
1.119,7.61,6.8,-3.26,6.84,3,33.3,2022,B,S1_MeanRev,daily,TATN
0.2796,0.85,3.05,-3.58,9.45,5,60.0,2023,B,S1_MeanRev,daily,TATN
-1.016,-2.79,2.75,-3.65,1.17,3,33.3,2024,B,S1_MeanRev,daily,TATN
1.8728,17.29,9.23,-3.57,9.49,5,100.0,2025,B,S1_MeanRev,daily,TATN
1.3143,5.54,4.22,-0.74,3.85,8,62.5,2022,C,S1_MeanRev,daily,TATN
1.4902,1.91,1.28,-0.26,3.15,6,83.3,2023,C,S1_MeanRev,daily,TATN
1.5789,9.88,6.26,-2.2,4.11,8,75.0,2025,C,S1_MeanRev,daily,TATN
1.0946,8.97,8.19,-4.6,9.83,3,33.3,2022,D,S1_MeanRev,daily,TATN
0.1867,0.55,2.94,-4.0,10.63,5,60.0,2023,D,S1_MeanRev,daily,TATN
-0.9915,-4.29,4.33,-4.78,4.3,3,0.0,2024,D,S1_MeanRev,daily,TATN
2.0835,18.68,8.97,-3.25,10.44,5,100.0,2025,D,S1_MeanRev,daily,TATN
2.1784,10.36,4.76,-1.03,6.0,3,100.0,2020,A,S2_Bollinger,daily,TATN
-0.2984,-3.1,10.39,-12.99,27.84,7,57.1,2021,A,S2_Bollinger,daily,TATN
0.9842,6.75,6.85,-4.06,9.83,3,33.3,2022,A,S2_Bollinger,daily,TATN
0.3568,1.56,4.37,-4.37,14.57,6,50.0,2023,A,S2_Bollinger,daily,TATN
-1.3197,-9.34,7.07,-9.48,7.81,5,40.0,2024,A,S2_Bollinger,daily,TATN
1.9102,17.66,9.24,-3.57,11.71,5,100.0,2025,A,S2_Bollinger,daily,TATN
1.119,7.61,6.8,-3.26,6.84,3,33.3,2022,B,S2_Bollinger,daily,TATN
0.6332,2.72,4.3,-3.55,13.39,5,60.0,2023,B,S2_Bollinger,daily,TATN
-0.4334,-2.23,5.15,-5.33,5.86,4,25.0,2024,B,S2_Bollinger,daily,TATN
1.6102,14.42,8.95,-3.57,10.13,5,80.0,2025,B,S2_Bollinger,daily,TATN
1.3143,5.54,4.22,-0.74,3.85,8,62.5,2022,C,S2_Bollinger,daily,TATN
1.6712,3.64,2.18,-0.26,3.54,7,85.7,2023,C,S2_Bollinger,daily,TATN
-0.215,-0.55,2.57,-2.33,2.34,4,50.0,2024,C,S2_Bollinger,daily,TATN
0.905,5.49,6.07,-3.33,4.75,9,44.4,2025,C,S2_Bollinger,daily,TATN
1.0946,8.97,8.19,-4.6,9.83,3,33.3,2022,D,S2_Bollinger,daily,TATN
0.388,1.64,4.23,-4.11,14.57,6,50.0,2023,D,S2_Bollinger,daily,TATN
-1.3599,-9.74,7.16,-9.9,7.81,5,40.0,2024,D,S2_Bollinger,daily,TATN
1.925,16.77,8.71,-3.25,11.71,5,100.0,2025,D,S2_Bollinger,daily,TATN
1.1805,44.92,38.05,-29.26,29.2,5,60.0,2020,A,S3_Donchian,daily,TATN
-1.4894,-20.32,13.64,-21.64,43.92,9,33.3,2021,A,S3_Donchian,daily,TATN
0.6924,31.71,45.79,-17.52,35.47,6,66.7,2022,A,S3_Donchian,daily,TATN
3.6032,56.3,15.63,-5.62,51.57,6,83.3,2023,A,S3_Donchian,daily,TATN
-1.1057,-17.79,16.09,-23.42,30.08,8,37.5,2024,A,S3_Donchian,daily,TATN
-1.152,-21.2,18.41,-36.26,34.18,11,54.5,2025,A,S3_Donchian,daily,TATN
0.841,35.98,42.79,-12.49,12.82,6,66.7,2022,B,S3_Donchian,daily,TATN
3.3926,47.62,14.04,-6.9,41.73,7,71.4,2023,B,S3_Donchian,daily,TATN
-1.2357,-16.64,13.46,-18.24,19.53,9,33.3,2024,B,S3_Donchian,daily,TATN
0.748,6.15,8.22,-6.39,9.81,12,58.3,2025,B,S3_Donchian,daily,TATN
1.3014,52.86,40.61,-11.91,9.83,9,66.7,2022,C,S3_Donchian,daily,TATN
2.6314,31.3,11.9,-5.62,28.74,14,85.7,2023,C,S3_Donchian,daily,TATN
0.0,0.0,0.0,0.0,0.0,0,0.0,2024,C,S3_Donchian,daily,TATN
-0.2026,-1.48,7.31,-8.13,7.59,16,43.8,2025,C,S3_Donchian,daily,TATN
0.7166,30.89,43.11,-17.52,35.47,6,66.7,2022,D,S3_Donchian,daily,TATN
3.8688,69.22,17.89,-5.31,51.57,6,83.3,2023,D,S3_Donchian,daily,TATN
-0.7795,-8.93,11.46,-13.36,30.08,8,37.5,2024,D,S3_Donchian,daily,TATN
-0.9128,-16.53,18.1,-30.3,34.18,11,54.5,2025,D,S3_Donchian,daily,TATN
1.6484,18.84,11.43,-4.95,14.8,4,75.0,2020,A,S4_Supertrend,daily,TATN
-0.074,-0.36,4.8,-5.23,8.63,2,50.0,2021,A,S4_Supertrend,daily,TATN
0.4682,7.39,15.78,-12.63,30.77,5,40.0,2022,A,S4_Supertrend,daily,TATN
2.2012,28.45,12.92,-5.67,24.02,3,66.7,2023,A,S4_Supertrend,daily,TATN
1.0474,16.9,16.14,-9.72,37.89,7,71.4,2024,A,S4_Supertrend,daily,TATN
-0.5801,-4.58,7.89,-10.56,33.54,7,28.6,2025,A,S4_Supertrend,daily,TATN
0.9641,9.29,9.63,-3.25,4.27,6,50.0,2022,B,S4_Supertrend,daily,TATN
2.6917,32.14,11.94,-4.88,18.9,3,66.7,2023,B,S4_Supertrend,daily,TATN
1.777,8.61,4.85,-1.91,8.59,9,55.6,2024,B,S4_Supertrend,daily,TATN
0.5299,2.88,5.43,-3.96,15.51,6,66.7,2025,B,S4_Supertrend,daily,TATN
2.676,13.71,5.12,-1.56,13.25,13,76.9,2022,C,S4_Supertrend,daily,TATN
1.6107,14.72,9.14,-2.81,7.87,9,44.4,2023,C,S4_Supertrend,daily,TATN
0.5715,5.6,9.8,-7.73,17.58,23,52.2,2024,C,S4_Supertrend,daily,TATN
-0.3641,-1.01,2.77,-4.15,6.01,17,35.3,2025,C,S4_Supertrend,daily,TATN
0.9098,28.67,31.51,-20.44,30.77,5,60.0,2022,D,S4_Supertrend,daily,TATN
2.3495,35.79,15.23,-5.57,24.02,3,66.7,2023,D,S4_Supertrend,daily,TATN
1.0526,12.45,11.82,-6.91,37.89,7,71.4,2024,D,S4_Supertrend,daily,TATN
-0.5541,-4.7,8.49,-11.2,33.54,7,28.6,2025,D,S4_Supertrend,daily,TATN
-0.7338,-1.3,1.77,-2.63,0.84,5,40.0,2020,A,S1_MeanRev,hourly,TATN
-0.0616,-0.07,1.11,-0.83,0.48,3,33.3,2021,A,S1_MeanRev,hourly,TATN
1.4313,1.8,1.26,-0.05,0.1,1,100.0,2022,A,S1_MeanRev,hourly,TATN
0.8904,0.44,0.49,-0.05,0.04,1,100.0,2023,A,S1_MeanRev,hourly,TATN
-1.1382,-0.69,0.61,-0.91,0.13,2,0.0,2024,A,S1_MeanRev,hourly,TATN
0.0339,0.08,2.39,-2.58,1.2,5,60.0,2025,A,S1_MeanRev,hourly,TATN
1.4313,1.8,1.26,-0.05,0.1,1,100.0,2022,B,S1_MeanRev,hourly,TATN
1.644,2.09,1.27,-0.12,0.22,1,100.0,2023,B,S1_MeanRev,hourly,TATN
0.0543,0.05,0.85,-0.54,0.26,2,50.0,2024,B,S1_MeanRev,hourly,TATN
0.0339,0.08,2.39,-2.58,1.2,5,60.0,2025,B,S1_MeanRev,hourly,TATN
1.4314,2.53,1.76,-0.07,0.1,1,100.0,2022,D,S1_MeanRev,hourly,TATN
0.8904,0.4,0.45,-0.05,0.04,1,100.0,2023,D,S1_MeanRev,hourly,TATN
-1.1273,-0.69,0.61,-0.91,0.13,2,0.0,2024,D,S1_MeanRev,hourly,TATN
-0.0261,-0.07,2.5,-2.8,1.2,5,60.0,2025,D,S1_MeanRev,hourly,TATN
-0.5761,-0.88,1.53,-1.82,0.53,5,60.0,2020,A,S2_Bollinger,hourly,TATN
-0.0616,-0.07,1.11,-0.83,0.48,3,33.3,2021,A,S2_Bollinger,hourly,TATN
1.4313,1.8,1.26,-0.05,0.1,1,100.0,2022,A,S2_Bollinger,hourly,TATN
0.8904,0.44,0.49,-0.05,0.04,1,100.0,2023,A,S2_Bollinger,hourly,TATN
-1.1382,-0.69,0.61,-0.91,0.13,2,0.0,2024,A,S2_Bollinger,hourly,TATN
-0.4969,-0.77,1.54,-2.71,0.6,5,20.0,2025,A,S2_Bollinger,hourly,TATN
1.4313,1.8,1.26,-0.05,0.1,1,100.0,2022,B,S2_Bollinger,hourly,TATN
1.3321,1.18,0.89,-0.12,0.17,1,100.0,2023,B,S2_Bollinger,hourly,TATN
0.0543,0.05,0.85,-0.54,0.26,2,50.0,2024,B,S2_Bollinger,hourly,TATN
0.5633,0.52,0.91,-0.66,0.18,5,60.0,2025,B,S2_Bollinger,hourly,TATN
1.4314,2.53,1.76,-0.07,0.1,1,100.0,2022,D,S2_Bollinger,hourly,TATN
0.8904,0.4,0.45,-0.05,0.04,1,100.0,2023,D,S2_Bollinger,hourly,TATN
-1.1273,-0.69,0.61,-0.91,0.13,2,0.0,2024,D,S2_Bollinger,hourly,TATN
-0.3559,-0.57,1.59,-2.63,0.6,5,20.0,2025,D,S2_Bollinger,hourly,TATN
1.1741,18.5,15.76,-12.72,11.02,33,57.6,2020,A,S3_Donchian,hourly,TATN
-0.2391,-1.98,8.26,-11.42,11.2,28,53.6,2021,A,S3_Donchian,hourly,TATN
1.6087,26.12,16.24,-6.94,9.9,29,51.7,2022,A,S3_Donchian,hourly,TATN
1.9664,22.01,11.19,-7.52,14.79,40,57.5,2023,A,S3_Donchian,hourly,TATN
0.7349,5.87,7.99,-7.17,13.78,32,50.0,2024,A,S3_Donchian,hourly,TATN
-0.4504,-4.71,10.47,-13.96,15.82,40,45.0,2025,A,S3_Donchian,hourly,TATN
2.6945,41.97,15.58,-4.56,4.76,32,40.6,2022,B,S3_Donchian,hourly,TATN
2.6692,32.48,12.17,-5.31,21.13,31,54.8,2023,B,S3_Donchian,hourly,TATN
0.9174,7.31,7.97,-5.65,17.38,30,50.0,2024,B,S3_Donchian,hourly,TATN
-0.3402,-2.1,6.16,-7.36,7.15,45,60.0,2025,B,S3_Donchian,hourly,TATN
1.7812,28.74,16.13,-6.5,8.02,23,56.5,2022,C,S3_Donchian,hourly,TATN
2.6393,25.86,9.8,-3.98,11.85,29,72.4,2023,C,S3_Donchian,hourly,TATN
1.0846,8.09,7.46,-6.43,8.82,24,58.3,2024,C,S3_Donchian,hourly,TATN
0.2839,2.14,7.55,-5.51,6.31,20,45.0,2025,C,S3_Donchian,hourly,TATN
1.6142,78.38,48.55,-20.82,9.9,29,51.7,2022,D,S3_Donchian,hourly,TATN
1.9664,66.02,33.57,-22.55,14.79,40,57.5,2023,D,S3_Donchian,hourly,TATN
0.7349,17.61,23.96,-21.51,13.78,32,50.0,2024,D,S3_Donchian,hourly,TATN
-0.4504,-14.14,31.4,-41.88,15.82,40,45.0,2025,D,S3_Donchian,hourly,TATN
0.4638,6.17,13.31,-21.68,17.96,15,40.0,2020,A,S4_Supertrend,hourly,TATN
0.7649,7.47,9.77,-5.18,15.86,13,69.2,2021,A,S4_Supertrend,hourly,TATN
-1.8627,-21.59,11.59,-25.37,7.11,13,15.4,2022,A,S4_Supertrend,hourly,TATN
1.081,7.07,6.54,-3.94,14.92,11,63.6,2023,A,S4_Supertrend,hourly,TATN
-0.2099,-1.57,7.46,-9.42,16.38,15,33.3,2024,A,S4_Supertrend,hourly,TATN
0.7076,6.77,9.57,-11.71,17.37,24,41.7,2025,A,S4_Supertrend,hourly,TATN
0.3367,2.78,8.26,-6.33,2.21,13,38.5,2022,B,S4_Supertrend,hourly,TATN
1.4661,8.74,5.96,-2.72,8.71,11,63.6,2023,B,S4_Supertrend,hourly,TATN
-1.1231,-4.01,3.57,-6.65,5.91,15,20.0,2024,B,S4_Supertrend,hourly,TATN
-0.3354,-1.64,4.89,-7.34,5.92,25,40.0,2025,B,S4_Supertrend,hourly,TATN
-1.3285,-13.49,10.15,-17.43,4.66,10,10.0,2022,C,S4_Supertrend,hourly,TATN
1.0562,6.44,6.1,-3.94,11.37,12,58.3,2023,C,S4_Supertrend,hourly,TATN
0.131,0.94,7.15,-8.34,11.26,13,38.5,2024,C,S4_Supertrend,hourly,TATN
1.1067,9.48,8.57,-7.8,13.03,18,50.0,2025,C,S4_Supertrend,hourly,TATN
-1.8674,-51.65,27.66,-59.96,7.11,13,15.4,2022,D,S4_Supertrend,hourly,TATN
1.1008,21.09,19.15,-11.83,14.92,11,63.6,2023,D,S4_Supertrend,hourly,TATN
-0.2778,-5.53,19.89,-26.37,16.38,15,33.3,2024,D,S4_Supertrend,hourly,TATN
0.8304,22.12,26.64,-30.29,17.37,24,41.7,2025,D,S4_Supertrend,hourly,TATN
0.7599,7.28,9.58,-7.0,13.2,7,57.1,2020,A,S1_MeanRev,daily,VTBR
-0.275,-2.36,8.57,-8.67,18.82,9,55.6,2021,A,S1_MeanRev,daily,VTBR
1.7882,18.97,10.61,-3.17,17.95,5,80.0,2022,A,S1_MeanRev,daily,VTBR
0.1234,1.38,11.18,-11.65,18.11,9,66.7,2023,A,S1_MeanRev,daily,VTBR
0.5635,6.18,10.97,-10.21,26.59,6,66.7,2024,A,S1_MeanRev,daily,VTBR
1.4744,4.64,3.15,-1.03,8.18,3,66.7,2025,A,S1_MeanRev,daily,VTBR
2.2645,21.95,9.69,-2.46,11.54,5,100.0,2022,B,S1_MeanRev,daily,VTBR
0.1234,1.38,11.18,-11.65,18.11,9,66.7,2023,B,S1_MeanRev,daily,VTBR
0.9267,9.87,10.66,-6.52,23.02,6,66.7,2024,B,S1_MeanRev,daily,VTBR
1.354,4.63,3.42,-1.34,11.64,4,50.0,2025,B,S1_MeanRev,daily,VTBR
1.8201,12.78,7.02,-1.78,6.41,6,66.7,2022,C,S1_MeanRev,daily,VTBR
0.2716,2.25,8.29,-6.31,11.81,9,77.8,2023,C,S1_MeanRev,daily,VTBR
1.8711,24.91,13.31,-3.59,17.95,5,80.0,2022,D,S1_MeanRev,daily,VTBR
0.3387,3.72,11.0,-10.75,18.11,9,66.7,2023,D,S1_MeanRev,daily,VTBR
0.5191,5.74,11.06,-11.05,26.59,6,66.7,2024,D,S1_MeanRev,daily,VTBR
1.4718,5.23,3.55,-1.18,8.18,3,66.7,2025,D,S1_MeanRev,daily,VTBR
0.5566,6.74,12.11,-8.66,14.4,6,50.0,2020,A,S2_Bollinger,daily,VTBR
0.099,0.77,7.78,-8.02,19.22,9,66.7,2021,A,S2_Bollinger,daily,VTBR
1.6677,13.29,7.97,-2.46,5.56,2,100.0,2022,A,S2_Bollinger,daily,VTBR
-0.7385,-5.73,7.76,-10.65,15.35,8,62.5,2023,A,S2_Bollinger,daily,VTBR
0.3917,4.17,10.66,-10.01,30.16,6,66.7,2024,A,S2_Bollinger,daily,VTBR
-0.1252,-0.72,5.76,-5.49,10.69,4,50.0,2025,A,S2_Bollinger,daily,VTBR
1.6677,13.29,7.97,-2.46,5.56,2,100.0,2022,B,S2_Bollinger,daily,VTBR
-0.4659,-3.71,7.95,-10.65,16.14,8,62.5,2023,B,S2_Bollinger,daily,VTBR
0.6763,7.54,11.15,-6.52,27.38,6,66.7,2024,B,S2_Bollinger,daily,VTBR
-0.0756,-0.63,8.27,-7.02,12.26,4,50.0,2025,B,S2_Bollinger,daily,VTBR
-0.0906,-0.49,5.37,-5.1,9.45,8,75.0,2023,C,S2_Bollinger,daily,VTBR
1.6885,33.19,19.66,-4.99,5.56,2,100.0,2022,D,S2_Bollinger,daily,VTBR
-0.5739,-4.49,7.82,-10.33,15.35,8,62.5,2023,D,S2_Bollinger,daily,VTBR
0.3269,3.51,10.75,-10.87,30.16,6,66.7,2024,D,S2_Bollinger,daily,VTBR
-0.033,-0.2,5.97,-5.59,10.69,4,50.0,2025,D,S2_Bollinger,daily,VTBR
1.2131,28.77,23.72,-14.62,28.4,6,66.7,2020,A,S3_Donchian,daily,VTBR
0.9049,16.77,18.53,-10.73,35.29,7,57.1,2021,A,S3_Donchian,daily,VTBR
0.8853,57.18,64.58,-34.69,41.45,8,62.5,2022,A,S3_Donchian,daily,VTBR
0.3902,9.3,23.83,-16.6,36.22,6,33.3,2023,A,S3_Donchian,daily,VTBR
0.1007,1.33,13.18,-14.53,30.95,9,44.4,2024,A,S3_Donchian,daily,VTBR
1.154,32.61,28.26,-12.12,41.51,12,58.3,2025,A,S3_Donchian,daily,VTBR
0.6714,12.61,18.78,-10.21,13.68,8,50.0,2022,B,S3_Donchian,daily,VTBR
0.6906,7.86,11.38,-6.74,12.2,10,70.0,2023,B,S3_Donchian,daily,VTBR
0.6678,6.55,9.81,-4.84,13.89,11,54.5,2024,B,S3_Donchian,daily,VTBR
0.7512,6.65,8.86,-3.04,8.81,15,60.0,2025,B,S3_Donchian,daily,VTBR
1.4307,84.85,59.31,-6.74,13.25,9,66.7,2022,C,S3_Donchian,daily,VTBR
0.1616,3.07,18.99,-14.16,21.65,12,41.7,2023,C,S3_Donchian,daily,VTBR
0.0942,0.86,9.1,-7.64,14.29,13,30.8,2024,C,S3_Donchian,daily,VTBR
1.0129,25.08,24.76,-8.67,12.89,19,52.6,2025,C,S3_Donchian,daily,VTBR
0.842,43.27,51.39,-26.75,41.45,8,62.5,2022,D,S3_Donchian,daily,VTBR
0.685,13.66,19.94,-14.51,36.22,6,33.3,2023,D,S3_Donchian,daily,VTBR
0.1607,2.09,12.98,-13.93,30.95,9,44.4,2024,D,S3_Donchian,daily,VTBR
1.1128,34.77,31.25,-12.79,41.51,12,58.3,2025,D,S3_Donchian,daily,VTBR
0.8561,12.63,14.76,-9.65,32.8,6,100.0,2020,A,S4_Supertrend,daily,VTBR
1.3015,18.74,14.4,-4.92,22.75,5,40.0,2021,A,S4_Supertrend,daily,VTBR
0.4498,9.23,20.52,-11.78,25.64,9,33.3,2022,A,S4_Supertrend,daily,VTBR
1.0269,15.24,14.84,-6.26,16.93,8,62.5,2023,A,S4_Supertrend,daily,VTBR
-0.0691,-1.16,16.81,-14.36,27.38,5,60.0,2024,A,S4_Supertrend,daily,VTBR
0.4044,3.7,9.15,-7.94,33.02,11,54.5,2025,A,S4_Supertrend,daily,VTBR
0.045,0.36,8.05,-8.01,4.27,8,50.0,2022,B,S4_Supertrend,daily,VTBR
-1.2154,-7.21,5.93,-7.88,2.76,7,28.6,2023,B,S4_Supertrend,daily,VTBR
0.7878,7.29,9.25,-6.9,10.32,6,66.7,2024,B,S4_Supertrend,daily,VTBR
0.8821,16.55,18.76,-6.79,10.38,13,38.5,2025,B,S4_Supertrend,daily,VTBR
0.7672,6.76,8.81,-8.19,8.55,5,80.0,2022,C,S4_Supertrend,daily,VTBR
1.2222,10.53,8.62,-1.35,2.76,5,60.0,2023,C,S4_Supertrend,daily,VTBR
-0.5821,-8.06,13.84,-12.03,13.49,15,33.3,2024,C,S4_Supertrend,daily,VTBR
1.7732,8.45,4.77,-3.17,11.95,18,72.2,2025,C,S4_Supertrend,daily,VTBR
0.5497,30.8,56.03,-34.62,25.64,9,33.3,2022,D,S4_Supertrend,daily,VTBR
1.0269,45.72,44.52,-18.77,16.93,8,62.5,2023,D,S4_Supertrend,daily,VTBR
-0.0287,-1.09,37.89,-33.4,27.38,5,60.0,2024,D,S4_Supertrend,daily,VTBR
0.4071,11.17,27.44,-23.82,33.02,11,54.5,2025,D,S4_Supertrend,daily,VTBR
0.7405,1.58,2.13,-0.95,1.38,6,66.7,2020,A,S1_MeanRev,hourly,VTBR
-0.6412,-2.05,3.2,-4.93,1.18,8,37.5,2021,A,S1_MeanRev,hourly,VTBR
0.2406,0.78,3.24,-2.44,0.96,3,66.7,2022,A,S1_MeanRev,hourly,VTBR
-0.1235,-0.12,0.99,-1.08,0.39,2,50.0,2023,A,S1_MeanRev,hourly,VTBR
0.0,0.0,0.0,0.0,0.0,0,0.0,2024,A,S1_MeanRev,hourly,VTBR
0.912,17.7,19.41,-4.5,3.04,28,46.4,2025,A,S1_MeanRev,hourly,VTBR
1.2935,2.02,1.56,-0.06,0.19,3,66.7,2022,B,S1_MeanRev,hourly,VTBR
1.1468,0.77,0.67,-0.05,0.09,2,100.0,2023,B,S1_MeanRev,hourly,VTBR
0.0,0.0,0.0,0.0,0.0,0,0.0,2024,B,S1_MeanRev,hourly,VTBR
0.7379,14.19,19.23,-3.96,1.71,28,39.3,2025,B,S1_MeanRev,hourly,VTBR
0.8121,15.53,19.12,-3.55,1.89,20,45.0,2025,C,S1_MeanRev,hourly,VTBR
0.5005,2.17,4.33,-2.58,0.96,3,66.7,2022,D,S1_MeanRev,hourly,VTBR
-0.4873,-0.51,1.04,-1.35,0.39,2,50.0,2023,D,S1_MeanRev,hourly,VTBR
0.0,0.0,0.0,0.0,0.0,0,0.0,2024,D,S1_MeanRev,hourly,VTBR
0.912,53.11,58.23,-13.51,3.04,28,46.4,2025,D,S1_MeanRev,hourly,VTBR
-0.5829,-3.06,5.26,-7.12,6.44,24,41.7,2020,A,S2_Bollinger,hourly,VTBR
-0.6412,-2.05,3.2,-4.93,1.18,8,37.5,2021,A,S2_Bollinger,hourly,VTBR
0.2406,0.78,3.24,-2.44,0.96,3,66.7,2022,A,S2_Bollinger,hourly,VTBR
-0.1235,-0.12,0.99,-1.08,0.39,2,50.0,2023,A,S2_Bollinger,hourly,VTBR
0.0,0.0,0.0,0.0,0.0,0,0.0,2024,A,S2_Bollinger,hourly,VTBR
